scenario,t,dt,fps,updateMs,aiMs,collisionMs,drawCalls,heapUsedMB
small_skirmish,128027,16.600,60.24,0.100,0.000,0.000,50,40.7
small_skirmish,128044,16.700,59.88,0.000,0.100,0.000,50,47.3
small_skirmish,128060,16.700,59.88,0.100,0.000,0.000,52,47.3
small_skirmish,128077,16.700,59.88,0.100,0.000,0.000,53,47.3
small_skirmish,128094,16.700,59.88,0.100,0.000,0.000,54,52.3
small_skirmish,128111,16.900,59.17,0.000,0.000,0.000,54,52.3
small_skirmish,128127,16.400,60.98,0.000,0.000,0.000,54,52.3
small_skirmish,128143,16.500,60.61,0.100,0.100,0.000,54,52.3
small_skirmish,128160,16.800,59.52,0.100,0.000,0.000,54,58.9
small_skirmish,128177,16.700,59.88,0.100,0.000,0.000,54,58.9
small_skirmish,128194,16.600,60.24,0.000,0.000,0.000,54,58.9
small_skirmish,128210,16.800,59.52,0.100,0.000,0.000,54,63.9
small_skirmish,128227,16.700,59.88,0.100,0.100,0.000,54,63.9
small_skirmish,128244,16.600,60.24,0.000,0.000,0.000,54,63.9
small_skirmish,128260,16.700,59.88,0.000,0.100,0.000,54,68.9
small_skirmish,128277,16.700,59.88,0.100,0.100,0.000,54,68.9
small_skirmish,128294,16.600,60.24,0.100,0.000,0.000,54,68.9
small_skirmish,128310,16.800,59.52,0.100,0.000,0.000,54,73.8
small_skirmish,128327,16.500,60.61,0.100,0.000,0.000,54,73.8
small_skirmish,128344,16.900,59.17,0.100,0.000,0.000,54,73.8
small_skirmish,128361,16.700,59.88,0.100,0.000,0.000,54,78.8
small_skirmish,128377,16.800,59.52,0.000,0.000,0.000,54,78.8
small_skirmish,128394,16.400,60.98,0.100,0.000,0.000,54,78.8
small_skirmish,128410,16.700,59.88,0.100,0.100,0.000,54,78.8
small_skirmish,128427,16.600,60.24,0.100,0.000,0.000,54,85.4
small_skirmish,128444,16.900,59.17,0.100,0.000,0.000,54,85.4
small_skirmish,128460,16.400,60.98,0.100,0.000,0.000,54,85.4
small_skirmish,128477,16.600,60.24,0.100,0.100,0.000,54,85.4
small_skirmish,128494,16.700,59.88,0.100,0.000,0.000,54,92.0
small_skirmish,128511,17.000,58.82,0.100,0.000,0.000,54,92.0
small_skirmish,128527,16.500,60.61,0.200,0.000,0.000,54,92.0
small_skirmish,128544,16.600,60.24,0.100,0.000,0.000,54,39.8
small_skirmish,128561,17.000,58.82,0.000,0.000,0.000,54,39.8
small_skirmish,128577,16.400,60.98,0.000,0.100,0.000,54,39.8
small_skirmish,128594,16.600,60.24,0.100,0.000,0.000,54,39.8
small_skirmish,128611,16.800,59.52,0.000,0.100,0.000,54,46.4
small_skirmish,128627,16.500,60.61,0.000,0.000,0.000,54,46.4
small_skirmish,128644,16.800,59.52,0.100,0.000,0.000,54,46.4
